performance_id,composer,piece_id,title,source,performance_audio_external,performance_MIDI_external,MIDI_score_external,performance_annotation_external,score_annotation_external,folder,performance_audio,performance_MIDI,MIDI_score,aligned,performance_annotation,score_annotation,duration,split,alignment_annotation,aligned_notes_ratio_perfm,aligned_notes_ratio_score
S_1054,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/ChenGuang24M.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/ChenGuang24M_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1054_Kontakt_Gentleman_soft.wav,S_1054_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1054_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,677.0091145833333,train,S_1054_ASAP_align_annot.csv,0.8555844675740593,0.8400314434509187
S_1055,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/ChernovA04M.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/ChernovA04M_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1055_Kontakt_Gentleman_soft.wav,S_1055_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1055_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,684.0403645833333,train,S_1055_ASAP_align_annot.csv,0.870441829056531,0.8866070551242999
S_1056,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/DANILO03.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/DANILO03_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1056_Kontakt_Giant_hard.wav,S_1056_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1056_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,621.12957791875,train,S_1056_ASAP_align_annot.csv,0.8635373341255694,0.8568340375356195
S_1057,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/DANILO06.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/DANILO06_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1057_Kontakt_Giant_hard.wav,S_1057_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1057_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,623.197026375,train,S_1057_ASAP_align_annot.csv,0.8677751385589866,0.8615505551734303
S_1058,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/Duepree10.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/Duepree10_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1058_Kontakt_Gentleman_soft.wav,S_1058_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1058_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,638.28328265625,train,S_1058_ASAP_align_annot.csv,0.8893426682224815,0.8986931315711899
S_1059,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/Giltburg03.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/Giltburg03_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1059_Kontakt_Grandeur_soft.wav,S_1059_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1059_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,631.0164629999999,train,S_1059_ASAP_align_annot.csv,0.8491731420601714,0.8375749238478923
S_1060,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/HSU04.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/HSU04_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1060_Kontakt_Grandeur_hard.wav,S_1060_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1060_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,653.4702944791666,train,S_1060_ASAP_align_annot.csv,0.8657811260904045,0.8582096885133144
S_1061,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/JIA03.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/JIA03_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1061_Kontakt_Grandeur_hard.wav,S_1061_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1061_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,710.6432027416666,train,S_1061_ASAP_align_annot.csv,0.89759158065169,0.8715731551537781
S_1062,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/JIA08.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/JIA08_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1062_Kontakt_Gentleman_soft.wav,S_1062_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1062_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,689.35187475,train,S_1062_ASAP_align_annot.csv,0.8789363191042687,0.8639088139923357
S_1063,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/Pavlovic03.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/Pavlovic03_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1063_Kontakt_Gentleman_hard.wav,S_1063_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1063_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,679.98863625,train,S_1063_ASAP_align_annot.csv,0.8625840918084685,0.8567357767514985
S_1064,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/Tysman07M.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/Tysman07M_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1064_Kontakt_Gentleman_hard.wav,S_1064_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1064_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,641.68359375,train,S_1064_ASAP_align_annot.csv,0.8660032847067917,0.8808096688611575
S_1065,Liszt,338,ASAP_Mephisto_Waltz,ASAP,,{ASAP}/Liszt/Mephisto_Waltz/WangV03.mid,{ASAP}/Liszt/Mephisto_Waltz/midi_score.mid,{ASAP}/Liszt/Mephisto_Waltz/WangV03_annotations.txt,{ASAP}/Liszt/Mephisto_Waltz/midi_score_annotations.txt,subset_S/Liszt/338_ASAP_Mephisto_Waltz,S_1065_Kontakt_Grandeur_soft.wav,S_1065_ASAP.mid,ASAP_Mephisto_Waltz.mid,True,S_1065_ASAP_annotation.tsv,ASAP_Mephisto_Waltz_annotation.tsv,654.758960625,train,S_1065_ASAP_align_annot.csv,0.8524768107361358,0.8488749140218139
S_1066,Liszt,339,ASAP_Sonata,ASAP,,{ASAP}/Liszt/Sonata/Dulu07M.mid,{ASAP}/Liszt/Sonata/midi_score.mid,{ASAP}/Liszt/Sonata/Dulu07M_annotations.txt,{ASAP}/Liszt/Sonata/midi_score_annotations.txt,subset_S/Liszt/339_ASAP_Sonata,S_1066_Kontakt_Giant_soft.wav,S_1066_ASAP.mid,ASAP_Sonata.mid,True,S_1066_ASAP_annotation.tsv,ASAP_Sonata_annotation.tsv,1744.56640625,train,S_1066_ASAP_align_annot.csv,0.9420109507217521,0.944773790951638
S_1067,Liszt,339,ASAP_Sonata,ASAP,,{ASAP}/Liszt/Sonata/Dvorkine03.mid,{ASAP}/Liszt/Sonata/midi_score.mid,{ASAP}/Liszt/Sonata/Dvorkine03_annotations.txt,{ASAP}/Liszt/Sonata/midi_score_annotations.txt,subset_S/Liszt/339_ASAP_Sonata,S_1067_Kontakt_Gentleman_soft.wav,S_1067_ASAP.mid,ASAP_Sonata.mid,True,S_1067_ASAP_annotation.tsv,ASAP_Sonata_annotation.tsv,1767.2161814999995,train,S_1067_ASAP_align_annot.csv,0.9233006179571065,0.9510140405616224
S_1068,Liszt,339,ASAP_Sonata,ASAP,,{ASAP}/Liszt/Sonata/Gasanov06M.mid,{ASAP}/Liszt/Sonata/midi_score.mid,{ASAP}/Liszt/Sonata/Gasanov06M_annotations.txt,{ASAP}/Liszt/Sonata/midi_score_annotations.txt,subset_S/Liszt/339_ASAP_Sonata,S_1068_Kontakt_Gentleman_hard.wav,S_1068_ASAP.mid,ASAP_Sonata.mid,True,S_1068_ASAP_annotation.tsv,ASAP_Sonata_annotation.tsv,1670.7513020833333,train,S_1068_ASAP_align_annot.csv,0.9032087447108603,0.9590639625585023
S_1069,Liszt,339,ASAP_Sonata,ASAP,,{ASAP}/Liszt/Sonata/GiacomelliN11M.mid,{ASAP}/Liszt/Sonata/midi_score.mid,{ASAP}/Liszt/Sonata/GiacomelliN11M_annotations.txt,{ASAP}/Liszt/Sonata/midi_score_annotations.txt,subset_S/Liszt/339_ASAP_Sonata,S_1069_Kontakt_Gentleman_soft.wav,S_1069_ASAP.mid,ASAP_Sonata.mid,True,S_1069_ASAP_annotation.tsv,ASAP_Sonata_annotation.tsv,1700.6197916666663,train,S_1069_ASAP_align_annot.csv,0.8791569086651054,0.9370358814352574
S_1070,Liszt,339,ASAP_Sonata,ASAP,,{ASAP}/Liszt/Sonata/Huang01.mid,{ASAP}/Liszt/Sonata/midi_score.mid,{ASAP}/Liszt/Sonata/Huang01_annotations.txt,{ASAP}/Liszt/Sonata/midi_score_annotations.txt,subset_S/Liszt/339_ASAP_Sonata,S_1070_Kontakt_Grandeur_soft.wav,S_1070_ASAP.mid,ASAP_Sonata.mid,True,S_1070_ASAP_annotation.tsv,ASAP_Sonata_annotation.tsv,1795.1776919999998,train,S_1070_ASAP_align_annot.csv,0.9389785955689073,0.9362246489859595
S_1071,Liszt,339,ASAP_Sonata,ASAP,,{ASAP}/Liszt/Sonata/Yeletskiy05M.mid,{ASAP}/Liszt/Sonata/midi_score.mid,{ASAP}/Liszt/Sonata/Yeletskiy05M_annotations.txt,{ASAP}/Liszt/Sonata/midi_score_annotations.txt,subset_S/Liszt/339_ASAP_Sonata,S_1071_Kontakt_Giant_hard.wav,S_1071_ASAP.mid,ASAP_Sonata.mid,False,S_1071_ASAP_annotation.tsv,ASAP_Sonata_annotation.tsv,1710.2109375,train,-1,-1.0,-1.0
S_1072,Liszt,339,ASAP_Sonata,ASAP,,{ASAP}/Liszt/Sonata/Zuber07M.mid,{ASAP}/Liszt/Sonata/midi_score.mid,{ASAP}/Liszt/Sonata/Zuber07M_annotations.txt,{ASAP}/Liszt/Sonata/midi_score_annotations.txt,subset_S/Liszt/339_ASAP_Sonata,S_1072_Kontakt_Grandeur_soft.wav,S_1072_ASAP.mid,ASAP_Sonata.mid,False,S_1072_ASAP_annotation.tsv,ASAP_Sonata_annotation.tsv,1727.0455729166663,train,-1,-1.0,-1.0
S_1073,Liszt,340,ASAP_Transcendental_Etudes_1,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/1/Huang13M.mid,{ASAP}/Liszt/Transcendental_Etudes/1/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/1/Huang13M_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/1/midi_score_annotations.txt,subset_S/Liszt/340_ASAP_Transcendental_Etudes_1,S_1073_Kontakt_Grandeur_soft.wav,S_1073_ASAP.mid,ASAP_1.mid,True,S_1073_ASAP_annotation.tsv,ASAP_1_annotation.tsv,55.22786458333333,train,S_1073_ASAP_align_annot.csv,0.9150943396226415,0.919431279620853
S_1074,Liszt,340,ASAP_Transcendental_Etudes_1,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/1/LuoJ05M.mid,{ASAP}/Liszt/Transcendental_Etudes/1/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/1/LuoJ05M_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/1/midi_score_annotations.txt,subset_S/Liszt/340_ASAP_Transcendental_Etudes_1,S_1074_Kontakt_Grandeur_soft.wav,S_1074_ASAP.mid,ASAP_1.mid,True,S_1074_ASAP_annotation.tsv,ASAP_1_annotation.tsv,45.16041666666666,train,S_1074_ASAP_align_annot.csv,0.9077901430842608,0.9020537124802528
S_1075,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/CaoJ03M.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/CaoJ03M_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1075_Kontakt_Giant_hard.wav,S_1075_ASAP.mid,ASAP_10.mid,True,S_1075_ASAP_annotation.tsv,ASAP_10_annotation.tsv,267.46666666666664,test,S_1075_ASAP_align_annot.csv,0.9301587301587302,0.9437561942517344
S_1076,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Goldberg02.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Goldberg02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1076_Kontakt_Maverick_soft.wav,S_1076_ASAP.mid,ASAP_10.mid,True,S_1076_ASAP_annotation.tsv,ASAP_10_annotation.tsv,267.51175171875,test,S_1076_ASAP_align_annot.csv,0.8686573866187697,0.9586223984142715
S_1077,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/HAGINO03.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/HAGINO03_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1077_Kontakt_Maverick_hard.wav,S_1077_ASAP.mid,ASAP_10.mid,True,S_1077_ASAP_annotation.tsv,ASAP_10_annotation.tsv,292.7640936083333,test,S_1077_ASAP_align_annot.csv,0.9134524929444967,0.9623389494549058
S_1078,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Huang17M.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Huang17M_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1078_Kontakt_Maverick_hard.wav,S_1078_ASAP.mid,ASAP_10.mid,True,S_1078_ASAP_annotation.tsv,ASAP_10_annotation.tsv,306.046875,test,S_1078_ASAP_align_annot.csv,0.9558787281242297,0.9608523290386521
S_1079,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Hwang03.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Hwang03_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1079_Kontakt_Grandeur_soft.wav,S_1079_ASAP.mid,ASAP_10.mid,True,S_1079_ASAP_annotation.tsv,ASAP_10_annotation.tsv,286.39795078125,test,S_1079_ASAP_align_annot.csv,0.9443359375,0.958374628344896
S_1080,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Kim02.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Kim02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1080_Kontakt_Maverick_soft.wav,S_1080_ASAP.mid,ASAP_10.mid,True,S_1080_ASAP_annotation.tsv,ASAP_10_annotation.tsv,271.42734609375003,test,S_1080_ASAP_align_annot.csv,0.9398841139546112,0.9645688800792864
S_1081,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Ladid02.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Ladid02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1081_Kontakt_Grandeur_soft.wav,S_1081_ASAP.mid,ASAP_10.mid,True,S_1081_ASAP_annotation.tsv,ASAP_10_annotation.tsv,284.022151875,test,S_1081_ASAP_align_annot.csv,0.9046624913013221,0.9663032705649157
S_1082,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/LeungM06M.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/LeungM06M_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1082_Kontakt_Gentleman_soft.wav,S_1082_ASAP.mid,ASAP_10.mid,True,S_1082_ASAP_annotation.tsv,ASAP_10_annotation.tsv,235.4973958333333,test,S_1082_ASAP_align_annot.csv,0.9203645958263372,0.9506937561942518
S_1083,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/MCVEY02.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/MCVEY02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1083_Kontakt_Gentleman_hard.wav,S_1083_ASAP.mid,ASAP_10.mid,True,S_1083_ASAP_annotation.tsv,ASAP_10_annotation.tsv,294.14443141666663,test,S_1083_ASAP_align_annot.csv,0.868504292815183,0.9524281466798811
S_1084,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/MorozovY03.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/MorozovY03_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1084_Kontakt_Giant_hard.wav,S_1084_ASAP.mid,ASAP_10.mid,True,S_1084_ASAP_annotation.tsv,ASAP_10_annotation.tsv,254.84349515625,test,S_1084_ASAP_align_annot.csv,0.9156398104265403,0.9573835480673935
S_1085,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Qin03.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Qin03_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1085_Kontakt_Giant_hard.wav,S_1085_ASAP.mid,ASAP_10.mid,True,S_1085_ASAP_annotation.tsv,ASAP_10_annotation.tsv,283.0552725,test,S_1085_ASAP_align_annot.csv,0.9075858660736348,0.9100594648166501
S_1086,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/SUDBIN02.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/SUDBIN02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1086_Kontakt_Grandeur_soft.wav,S_1086_ASAP.mid,ASAP_10.mid,True,S_1086_ASAP_annotation.tsv,ASAP_10_annotation.tsv,270.4212108020833,test,S_1086_ASAP_align_annot.csv,0.8853221679460339,0.9430128840436075
S_1087,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Shamray02.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Shamray02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1087_Kontakt_Gentleman_hard.wav,S_1087_ASAP.mid,ASAP_10.mid,True,S_1087_ASAP_annotation.tsv,ASAP_10_annotation.tsv,286.99356984375004,test,S_1087_ASAP_align_annot.csv,0.9241808179861277,0.9573835480673935
S_1088,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Tran02.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Tran02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1088_Kontakt_Giant_soft.wav,S_1088_ASAP.mid,ASAP_10.mid,True,S_1088_ASAP_annotation.tsv,ASAP_10_annotation.tsv,279.77135484375003,test,S_1088_ASAP_align_annot.csv,0.8662908680947012,0.9519326065411299
S_1089,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Uiasiuk03.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Uiasiuk03_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1089_Kontakt_Giant_hard.wav,S_1089_ASAP.mid,ASAP_10.mid,True,S_1089_ASAP_annotation.tsv,ASAP_10_annotation.tsv,280.83705890625004,test,S_1089_ASAP_align_annot.csv,0.9185768863419294,0.953171456888008
S_1090,Liszt,341,ASAP_Transcendental_Etudes_10,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/10/Yeletskiy03.mid,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/10/Yeletskiy03_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/10/midi_score_annotations.txt,subset_S/Liszt/341_ASAP_Transcendental_Etudes_10,S_1090_Kontakt_Giant_soft.wav,S_1090_ASAP.mid,ASAP_10.mid,True,S_1090_ASAP_annotation.tsv,ASAP_10_annotation.tsv,253.285003125,test,S_1090_ASAP_align_annot.csv,0.9336069531627234,0.9581268582755204
S_1091,Liszt,342,ASAP_Transcendental_Etudes_11,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/11/Huang18M.mid,{ASAP}/Liszt/Transcendental_Etudes/11/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/11/Huang18M_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/11/midi_score_annotations.txt,subset_S/Liszt/342_ASAP_Transcendental_Etudes_11,S_1091_Kontakt_Gentleman_hard.wav,S_1091_ASAP.mid,ASAP_11.mid,True,S_1091_ASAP_annotation.tsv,ASAP_11_annotation.tsv,608.28125,test,S_1091_ASAP_align_annot.csv,0.9358497946411108,0.9303908224771534
S_1092,Liszt,343,ASAP_Transcendental_Etudes_3,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/3/Huang14M.mid,{ASAP}/Liszt/Transcendental_Etudes/3/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/3/Huang14M_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/3/midi_score_annotations.txt,subset_S/Liszt/343_ASAP_Transcendental_Etudes_3,S_1092_Kontakt_Giant_soft.wav,S_1092_ASAP.mid,ASAP_3.mid,True,S_1092_ASAP_annotation.tsv,ASAP_3_annotation.tsv,261.10026041666663,test,S_1092_ASAP_align_annot.csv,0.9649398220826793,0.9715489989462592
S_1093,Liszt,344,ASAP_Transcendental_Etudes_4,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/4/Cai03.mid,{ASAP}/Liszt/Transcendental_Etudes/4/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/4/Cai03_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/4/midi_score_annotations.txt,subset_S/Liszt/344_ASAP_Transcendental_Etudes_4,S_1093_Kontakt_Gentleman_soft.wav,S_1093_ASAP.mid,ASAP_4.mid,True,S_1093_ASAP_annotation.tsv,ASAP_4_annotation.tsv,455.683305,train,S_1093_ASAP_align_annot.csv,0.8991821771009588,0.8940137389597644
S_1094,Liszt,344,ASAP_Transcendental_Etudes_4,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/4/ChenC02.mid,{ASAP}/Liszt/Transcendental_Etudes/4/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/4/ChenC02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/4/midi_score_annotations.txt,subset_S/Liszt/344_ASAP_Transcendental_Etudes_4,S_1094_Kontakt_Giant_hard.wav,S_1094_ASAP.mid,ASAP_4.mid,True,S_1094_ASAP_annotation.tsv,ASAP_4_annotation.tsv,435.87429703125,train,S_1094_ASAP_align_annot.csv,0.8882811431696978,0.9106967615309126
S_1095,Liszt,344,ASAP_Transcendental_Etudes_4,ASAP,,{ASAP}/Liszt/Transcendental_Etudes/4/Falzone02.mid,{ASAP}/Liszt/Transcendental_Etudes/4/midi_score.mid,{ASAP}/Liszt/Transcendental_Etudes/4/Falzone02_annotations.txt,{ASAP}/Liszt/Transcendental_Etudes/4/midi_score_annotations.txt,subset_S/Liszt/344_ASAP_Transcendental_Etudes_4,S_1095_Kontakt_Giant_hard.wav,S_1095_ASAP.mid,ASAP_4.mid,True,S_1095_ASAP_annotation.tsv,ASAP_4_annotation.tsv,415.1785378125,train,S_1095_ASAP_align_annot.csv,0.8719737382027083,0.8937333520257956
