performance_id,piece_id,composer,title,source,performance_audio,performance_MIDI,MIDI_score,split
S_1356,191,Chopin,CPM_Etudes_Opus_25_2,CPM,subset_S\Chopin\191_CPM_Etudes_Opus_25_2\S_1356_performance.wav,{CPM}\midis/Chopin/chpn_op25_e2.mid,{CPM}\midis/Chopin/chpn_op25_e2.mid,training
S_1357,192,Chopin,CPM_Etudes_Opus_25_3,CPM,subset_S\Chopin\192_CPM_Etudes_Opus_25_3\S_1357_performance.wav,{CPM}\midis/Chopin/chpn_op25_e3.mid,{CPM}\midis/Chopin/chpn_op25_e3.mid,testing
S_1358,193,Chopin,CPM_Etudes_Opus_25_4,CPM,subset_S\Chopin\193_CPM_Etudes_Opus_25_4\S_1358_performance.wav,{CPM}\midis/Chopin/chpn_op25_e4.mid,{CPM}\midis/Chopin/chpn_op25_e4.mid,testing
S_1359,189,Chopin,CPM_Etudes_Opus_25_11_Winter_Wind,CPM,subset_S\Chopin\189_CPM_Etudes_Opus_25_11_Winter_Wind\S_1359_performance.wav,{CPM}\midis/Chopin/chpn_op25_e11.mid,{CPM}\midis/Chopin/chpn_op25_e11.mid,testing
S_1360,190,Chopin,CPM_Etudes_Opus_25_12,CPM,subset_S\Chopin\190_CPM_Etudes_Opus_25_12\S_1360_performance.wav,{CPM}\midis/Chopin/chpn_op25_e12.mid,{CPM}\midis/Chopin/chpn_op25_e12.mid,training
S_1361,197,Chopin,CPM_2_Nocturnes_Opus_27_1,CPM,subset_S\Chopin\197_CPM_2_Nocturnes_Opus_27_1\S_1361_performance.wav,{CPM}\midis/Chopin/chpn_op27_1.mid,{CPM}\midis/Chopin/chpn_op27_1.mid,training
S_1362,198,Chopin,CPM_2_Nocturnes_Opus_27_2,CPM,subset_S\Chopin\198_CPM_2_Nocturnes_Opus_27_2\S_1362_performance.wav,{CPM}\midis/Chopin/chpn_op27_2.mid,{CPM}\midis/Chopin/chpn_op27_2.mid,training
S_1363,199,Chopin,CPM_Preludes_Opus_28_1,CPM,subset_S\Chopin\199_CPM_Preludes_Opus_28_1\S_1363_performance.wav,{CPM}\midis/Chopin/chpn-p1.mid,{CPM}\midis/Chopin/chpn-p1.mid,training
S_1364,200,Chopin,CPM_Preludes_Opus_28_2,CPM,subset_S\Chopin\200_CPM_Preludes_Opus_28_2\S_1364_performance.wav,{CPM}\midis/Chopin/chpn-p2.mid,{CPM}\midis/Chopin/chpn-p2.mid,training
S_1365,201,Chopin,CPM_Preludes_Opus_28_3,CPM,subset_S\Chopin\201_CPM_Preludes_Opus_28_3\S_1365_performance.wav,{CPM}\midis/Chopin/chpn-p3.mid,{CPM}\midis/Chopin/chpn-p3.mid,validation
S_1366,202,Chopin,CPM_Preludes_Opus_28_4,CPM,subset_S\Chopin\202_CPM_Preludes_Opus_28_4\S_1366_performance.wav,{CPM}\midis/Chopin/chpn-p4.mid,{CPM}\midis/Chopin/chpn-p4.mid,testing
S_1367,203,Chopin,CPM_Preludes_Opus_28_5,CPM,subset_S\Chopin\203_CPM_Preludes_Opus_28_5\S_1367_performance.wav,{CPM}\midis/Chopin/chpn-p5.mid,{CPM}\midis/Chopin/chpn-p5.mid,training
S_1368,204,Chopin,CPM_Preludes_Opus_28_6,CPM,subset_S\Chopin\204_CPM_Preludes_Opus_28_6\S_1368_performance.wav,{CPM}\midis/Chopin/chpn-p6.mid,{CPM}\midis/Chopin/chpn-p6.mid,training
S_1369,205,Chopin,CPM_Preludes_Opus_28_7,CPM,subset_S\Chopin\205_CPM_Preludes_Opus_28_7\S_1369_performance.wav,{CPM}\midis/Chopin/chpn-p7.mid,{CPM}\midis/Chopin/chpn-p7.mid,training
S_1370,206,Chopin,CPM_Preludes_Opus_28_8,CPM,subset_S\Chopin\206_CPM_Preludes_Opus_28_8\S_1370_performance.wav,{CPM}\midis/Chopin/chpn-p8.mid,{CPM}\midis/Chopin/chpn-p8.mid,validation
S_1371,207,Chopin,CPM_Preludes_Opus_28_9,CPM,subset_S\Chopin\207_CPM_Preludes_Opus_28_9\S_1371_performance.wav,{CPM}\midis/Chopin/chpn-p9.mid,{CPM}\midis/Chopin/chpn-p9.mid,training
S_1372,208,Chopin,CPM_Preludes_Opus_28_10,CPM,subset_S\Chopin\208_CPM_Preludes_Opus_28_10\S_1372_performance.wav,{CPM}\midis/Chopin/chpn-p10.mid,{CPM}\midis/Chopin/chpn-p10.mid,training
S_1373,209,Chopin,CPM_Preludes_Opus_28_11,CPM,subset_S\Chopin\209_CPM_Preludes_Opus_28_11\S_1373_performance.wav,{CPM}\midis/Chopin/chpn-p11.mid,{CPM}\midis/Chopin/chpn-p11.mid,training
S_1374,210,Chopin,CPM_Preludes_Opus_28_12,CPM,subset_S\Chopin\210_CPM_Preludes_Opus_28_12\S_1374_performance.wav,{CPM}\midis/Chopin/chpn-p12.mid,{CPM}\midis/Chopin/chpn-p12.mid,training
S_1375,211,Chopin,CPM_Preludes_Opus_28_13,CPM,subset_S\Chopin\211_CPM_Preludes_Opus_28_13\S_1375_performance.wav,{CPM}\midis/Chopin/chpn-p13.mid,{CPM}\midis/Chopin/chpn-p13.mid,training
S_1376,212,Chopin,CPM_Preludes_Opus_28_14,CPM,subset_S\Chopin\212_CPM_Preludes_Opus_28_14\S_1376_performance.wav,{CPM}\midis/Chopin/chpn-p14.mid,{CPM}\midis/Chopin/chpn-p14.mid,testing
S_1377,213,Chopin,CPM_Preludes_Opus_28_15,CPM,subset_S\Chopin\213_CPM_Preludes_Opus_28_15\S_1377_performance.wav,{CPM}\midis/Chopin/chpn-p15.mid,{CPM}\midis/Chopin/chpn-p15.mid,testing
S_1378,214,Chopin,CPM_Preludes_Opus_28_16,CPM,subset_S\Chopin\214_CPM_Preludes_Opus_28_16\S_1378_performance.wav,{CPM}\midis/Chopin/chpn-p16.mid,{CPM}\midis/Chopin/chpn-p16.mid,training
S_1379,215,Chopin,CPM_Preludes_Opus_28_17,CPM,subset_S\Chopin\215_CPM_Preludes_Opus_28_17\S_1379_performance.wav,{CPM}\midis/Chopin/chpn-p17.mid,{CPM}\midis/Chopin/chpn-p17.mid,training
S_1380,216,Chopin,CPM_Preludes_Opus_28_18,CPM,subset_S\Chopin\216_CPM_Preludes_Opus_28_18\S_1380_performance.wav,{CPM}\midis/Chopin/chpn-p18.mid,{CPM}\midis/Chopin/chpn-p18.mid,training
S_1381,217,Chopin,CPM_Preludes_Opus_28_19,CPM,subset_S\Chopin\217_CPM_Preludes_Opus_28_19\S_1381_performance.wav,{CPM}\midis/Chopin/chpn-p19.mid,{CPM}\midis/Chopin/chpn-p19.mid,testing
S_1382,218,Chopin,CPM_Preludes_Opus_28_20,CPM,subset_S\Chopin\218_CPM_Preludes_Opus_28_20\S_1382_performance.wav,{CPM}\midis/Chopin/chpn-p20.mid,{CPM}\midis/Chopin/chpn-p20.mid,training
S_1383,219,Chopin,CPM_Preludes_Opus_28_21,CPM,subset_S\Chopin\219_CPM_Preludes_Opus_28_21\S_1383_performance.wav,{CPM}\midis/Chopin/chpn-p21.mid,{CPM}\midis/Chopin/chpn-p21.mid,training
S_1384,220,Chopin,CPM_Preludes_Opus_28_22,CPM,subset_S\Chopin\220_CPM_Preludes_Opus_28_22\S_1384_performance.wav,{CPM}\midis/Chopin/chpn-p22.mid,{CPM}\midis/Chopin/chpn-p22.mid,training
S_1385,221,Chopin,CPM_Preludes_Opus_28_23,CPM,subset_S\Chopin\221_CPM_Preludes_Opus_28_23\S_1385_performance.wav,{CPM}\midis/Chopin/chpn-p23.mid,{CPM}\midis/Chopin/chpn-p23.mid,training
S_1386,222,Chopin,CPM_Preludes_Opus_28_24,CPM,subset_S\Chopin\222_CPM_Preludes_Opus_28_24\S_1386_performance.wav,{CPM}\midis/Chopin/chpn-p24.mid,{CPM}\midis/Chopin/chpn-p24.mid,training
S_1387,225,Chopin,CPM_Scherzo_Bb_minor_Opus_31,CPM,subset_S\Chopin\225_CPM_Scherzo_Bb_minor_Opus_31\S_1387_performance.wav,{CPM}\midis/Chopin/chp_op31.mid,{CPM}\midis/Chopin/chp_op31.mid,training
S_1388,227,Chopin,CPM_4_Mazurkas_Opus_33_2,CPM,subset_S\Chopin\227_CPM_4_Mazurkas_Opus_33_2\S_1388_performance.wav,{CPM}\midis/Chopin/chpn_op33_2.mid,{CPM}\midis/Chopin/chpn_op33_2.mid,testing
S_1389,228,Chopin,CPM_4_Mazurkas_Opus_33_4,CPM,subset_S\Chopin\228_CPM_4_Mazurkas_Opus_33_4\S_1389_performance.wav,{CPM}\midis/Chopin/chpn_op33_4.mid,{CPM}\midis/Chopin/chpn_op33_4.mid,training
S_1390,229,Chopin,CPM_Piano_sonata_No.2_Bb_minor_Opus_35_1,CPM,subset_S\Chopin\229_CPM_Piano_sonata_No.2_Bb_minor_Opus_35_1\S_1390_performance.wav,{CPM}\midis/Chopin/chpn_op35_1.mid,{CPM}\midis/Chopin/chpn_op35_1.mid,testing
S_1391,230,Chopin,CPM_Piano_sonata_No.2_Bb_minor_Opus_35_2,CPM,subset_S\Chopin\230_CPM_Piano_sonata_No.2_Bb_minor_Opus_35_2\S_1391_performance.wav,{CPM}\midis/Chopin/chpn_op35_2.mid,{CPM}\midis/Chopin/chpn_op35_2.mid,validation
S_1392,231,Chopin,CPM_Piano_sonata_No.2_Bb_minor_Opus_35_3,CPM,subset_S\Chopin\231_CPM_Piano_sonata_No.2_Bb_minor_Opus_35_3\S_1392_performance.wav,{CPM}\midis/Chopin/chpn_op35_3.mid,{CPM}\midis/Chopin/chpn_op35_3.mid,training
S_1393,232,Chopin,CPM_Piano_sonata_No.2_Bb_minor_Opus_35_4,CPM,subset_S\Chopin\232_CPM_Piano_sonata_No.2_Bb_minor_Opus_35_4\S_1393_performance.wav,{CPM}\midis/Chopin/chpn_op35_4.mid,{CPM}\midis/Chopin/chpn_op35_4.mid,training
S_1394,223,Chopin,CPM_Polonaise_Ab_major_Opus_53,CPM,subset_S\Chopin\223_CPM_Polonaise_Ab_major_Opus_53\S_1394_performance.wav,{CPM}\midis/Chopin/chpn_op53.mid,{CPM}\midis/Chopin/chpn_op53.mid,training
S_1395,236,Chopin,CPM_Fantaisie_Impromptu_Opus_66,CPM,subset_S\Chopin\236_CPM_Fantaisie_Impromptu_Opus_66\S_1395_performance.wav,{CPM}\midis/Chopin/chpn_op66.mid,{CPM}\midis/Chopin/chpn_op66.mid,testing
S_1396,237,Clementi,CPM_Sonatina_Opus_36_1_1,CPM,subset_S\Clementi\237_CPM_Sonatina_Opus_36_1_1\S_1396_performance.wav,{CPM}\midis/Clementi/clementi_opus36_1_1.mid,{CPM}\midis/Clementi/clementi_opus36_1_1.mid,training
S_1397,238,Clementi,CPM_Sonatina_Opus_36_1_2,CPM,subset_S\Clementi\238_CPM_Sonatina_Opus_36_1_2\S_1397_performance.wav,{CPM}\midis/Clementi/clementi_opus36_1_2.mid,{CPM}\midis/Clementi/clementi_opus36_1_2.mid,training
S_1398,239,Clementi,CPM_Sonatina_Opus_36_1_3,CPM,subset_S\Clementi\239_CPM_Sonatina_Opus_36_1_3\S_1398_performance.wav,{CPM}\midis/Clementi/clementi_opus36_1_3.mid,{CPM}\midis/Clementi/clementi_opus36_1_3.mid,training
S_1399,240,Clementi,CPM_Sonatina_Opus_36_2_1,CPM,subset_S\Clementi\240_CPM_Sonatina_Opus_36_2_1\S_1399_performance.wav,{CPM}\midis/Clementi/clementi_opus36_2_1.mid,{CPM}\midis/Clementi/clementi_opus36_2_1.mid,training
S_1400,241,Clementi,CPM_Sonatina_Opus_36_2_2,CPM,subset_S\Clementi\241_CPM_Sonatina_Opus_36_2_2\S_1400_performance.wav,{CPM}\midis/Clementi/clementi_opus36_2_2.mid,{CPM}\midis/Clementi/clementi_opus36_2_2.mid,training
S_1401,242,Clementi,CPM_Sonatina_Opus_36_2_3,CPM,subset_S\Clementi\242_CPM_Sonatina_Opus_36_2_3\S_1401_performance.wav,{CPM}\midis/Clementi/clementi_opus36_2_3.mid,{CPM}\midis/Clementi/clementi_opus36_2_3.mid,training
S_1402,243,Clementi,CPM_Sonatina_Opus_36_3_1,CPM,subset_S\Clementi\243_CPM_Sonatina_Opus_36_3_1\S_1402_performance.wav,{CPM}\midis/Clementi/clementi_opus36_3_1.mid,{CPM}\midis/Clementi/clementi_opus36_3_1.mid,training
S_1403,244,Clementi,CPM_Sonatina_Opus_36_3_2,CPM,subset_S\Clementi\244_CPM_Sonatina_Opus_36_3_2\S_1403_performance.wav,{CPM}\midis/Clementi/clementi_opus36_3_2.mid,{CPM}\midis/Clementi/clementi_opus36_3_2.mid,training
S_1404,245,Clementi,CPM_Sonatina_Opus_36_3_3,CPM,subset_S\Clementi\245_CPM_Sonatina_Opus_36_3_3\S_1404_performance.wav,{CPM}\midis/Clementi/clementi_opus36_3_3.mid,{CPM}\midis/Clementi/clementi_opus36_3_3.mid,validation
S_1405,246,Clementi,CPM_Sonatina_Opus_36_4_1,CPM,subset_S\Clementi\246_CPM_Sonatina_Opus_36_4_1\S_1405_performance.wav,{CPM}\midis/Clementi/clementi_opus36_4_1.mid,{CPM}\midis/Clementi/clementi_opus36_4_1.mid,training
S_1406,247,Clementi,CPM_Sonatina_Opus_36_4_2,CPM,subset_S\Clementi\247_CPM_Sonatina_Opus_36_4_2\S_1406_performance.wav,{CPM}\midis/Clementi/clementi_opus36_4_2.mid,{CPM}\midis/Clementi/clementi_opus36_4_2.mid,training
S_1407,248,Clementi,CPM_Sonatina_Opus_36_4_3,CPM,subset_S\Clementi\248_CPM_Sonatina_Opus_36_4_3\S_1407_performance.wav,{CPM}\midis/Clementi/clementi_opus36_4_3.mid,{CPM}\midis/Clementi/clementi_opus36_4_3.mid,training
S_1408,249,Clementi,CPM_Sonatina_Opus_36_5_1,CPM,subset_S\Clementi\249_CPM_Sonatina_Opus_36_5_1\S_1408_performance.wav,{CPM}\midis/Clementi/clementi_opus36_5_1.mid,{CPM}\midis/Clementi/clementi_opus36_5_1.mid,training
S_1409,250,Clementi,CPM_Sonatina_Opus_36_5_2,CPM,subset_S\Clementi\250_CPM_Sonatina_Opus_36_5_2\S_1409_performance.wav,{CPM}\midis/Clementi/clementi_opus36_5_2.mid,{CPM}\midis/Clementi/clementi_opus36_5_2.mid,training
S_1410,251,Clementi,CPM_Sonatina_Opus_36_5_3,CPM,subset_S\Clementi\251_CPM_Sonatina_Opus_36_5_3\S_1410_performance.wav,{CPM}\midis/Clementi/clementi_opus36_5_3.mid,{CPM}\midis/Clementi/clementi_opus36_5_3.mid,validation
S_1411,252,Clementi,CPM_Sonatina_Opus_36_6_1,CPM,subset_S\Clementi\252_CPM_Sonatina_Opus_36_6_1\S_1411_performance.wav,{CPM}\midis/Clementi/clementi_opus36_6_1.mid,{CPM}\midis/Clementi/clementi_opus36_6_1.mid,training
S_1412,253,Clementi,CPM_Sonatina_Opus_36_6_2,CPM,subset_S\Clementi\253_CPM_Sonatina_Opus_36_6_2\S_1412_performance.wav,{CPM}\midis/Clementi/clementi_opus36_6_2.mid,{CPM}\midis/Clementi/clementi_opus36_6_2.mid,training
S_1413,256,Debussy,CPM_Suite_bergamasque_Prelude,CPM,subset_S\Debussy\256_CPM_Suite_bergamasque_Prelude\S_1413_performance.wav,{CPM}\midis/Debussy/deb_prel.mid,{CPM}\midis/Debussy/deb_prel.mid,validation
S_1414,257,Debussy,CPM_Suite_bergamasque_Menuet,CPM,subset_S\Debussy\257_CPM_Suite_bergamasque_Menuet\S_1414_performance.wav,{CPM}\midis/Debussy/deb_menu.mid,{CPM}\midis/Debussy/deb_menu.mid,testing
S_1415,258,Debussy,CPM_Suite_bergamasque_Clair_de_Lune,CPM,subset_S\Debussy\258_CPM_Suite_bergamasque_Clair_de_Lune\S_1415_performance.wav,{CPM}\midis/Debussy/deb_clai.mid,{CPM}\midis/Debussy/deb_clai.mid,testing
S_1416,259,Debussy,CPM_Suite_bergamasque_Passepied,CPM,subset_S\Debussy\259_CPM_Suite_bergamasque_Passepied\S_1416_performance.wav,{CPM}\midis/Debussy/deb_pass.mid,{CPM}\midis/Debussy/deb_pass.mid,training
S_1417,260,Debussy,CPM_Children's_Corner_I._Doctor_Gradus_ad_Parnassum,CPM,subset_S\Debussy\260_CPM_Children's_Corner_I._Doctor_Gradus_ad_Parnassum\S_1417_performance.wav,{CPM}\midis/Debussy/debussy_cc_1.mid,{CPM}\midis/Debussy/debussy_cc_1.mid,training
S_1418,261,Debussy,CPM_Children's_Corner_Jimbo's_Lullaby,CPM,subset_S\Debussy\261_CPM_Children's_Corner_Jimbo's_Lullaby\S_1418_performance.wav,{CPM}\midis/Debussy/debussy_cc_2.mid,{CPM}\midis/Debussy/debussy_cc_2.mid,training
S_1419,262,Debussy,CPM_Children's_Corner_Serenade_of_the_Doll,CPM,subset_S\Debussy\262_CPM_Children's_Corner_Serenade_of_the_Doll\S_1419_performance.wav,{CPM}\midis/Debussy/debussy_cc_3.mid,{CPM}\midis/Debussy/debussy_cc_3.mid,training
S_1420,263,Debussy,CPM_Children's_Corner_The_snow_is_dancing,CPM,subset_S\Debussy\263_CPM_Children's_Corner_The_snow_is_dancing\S_1420_performance.wav,{CPM}\midis/Debussy/debussy_cc_4.mid,{CPM}\midis/Debussy/debussy_cc_4.mid,training
S_1421,264,Debussy,CPM_Children's_Corner_The_little_Shepherd,CPM,subset_S\Debussy\264_CPM_Children's_Corner_The_little_Shepherd\S_1421_performance.wav,{CPM}\midis/Debussy/debussy_cc_5.mid,{CPM}\midis/Debussy/debussy_cc_5.mid,training
S_1422,265,Debussy,CPM_Children's_Corner_Golli's_cake_walk,CPM,subset_S\Debussy\265_CPM_Children's_Corner_Golli's_cake_walk\S_1422_performance.wav,{CPM}\midis/Debussy/debussy_cc_6.mid,{CPM}\midis/Debussy/debussy_cc_6.mid,training
S_1423,267,Godowsky,CPM_53_Studies_on_Etudes_on_Frederic_Chopin,CPM,subset_S\Godowsky\267_CPM_53_Studies_on_Etudes_on_Frederic_Chopin\S_1423_performance.wav,{CPM}\midis/Godowsky/god_chpn_op10_e01.mid,{CPM}\midis/Godowsky/god_chpn_op10_e01.mid,training
S_1424,268,Godowsky,CPM_Transcription_Albeniz_Tango,CPM,subset_S\Godowsky\268_CPM_Transcription_Albeniz_Tango\S_1424_performance.wav,{CPM}\midis/Godowsky/god_alb_esp2.mid,{CPM}\midis/Godowsky/god_alb_esp2.mid,training
S_1425,269,Granados,CPM_Danzas_espanolas_2_Oriental,CPM,subset_S\Granados\269_CPM_Danzas_espanolas_2_Oriental\S_1425_performance.wav,{CPM}\midis/Granados/gra_esp_2.mid,{CPM}\midis/Granados/gra_esp_2.mid,training
S_1426,270,Granados,CPM_Danzas_espanolas_3_Zarabanda,CPM,subset_S\Granados\270_CPM_Danzas_espanolas_3_Zarabanda\S_1426_performance.wav,{CPM}\midis/Granados/gra_esp_3.mid,{CPM}\midis/Granados/gra_esp_3.mid,training
S_1427,271,Granados,CPM_Danzas_espanolas_4_Villanesca,CPM,subset_S\Granados\271_CPM_Danzas_espanolas_4_Villanesca\S_1427_performance.wav,{CPM}\midis/Granados/gra_esp_4.mid,{CPM}\midis/Granados/gra_esp_4.mid,training
S_1428,272,Grieg,CPM_Lyric_Pieces_Book_I_Opus_12_2_Valse,CPM,subset_S\Grieg\272_CPM_Lyric_Pieces_Book_I_Opus_12_2_Valse\S_1428_performance.wav,{CPM}\midis/Grieg/grieg_walzer.mid,{CPM}\midis/Grieg/grieg_walzer.mid,training
S_1429,273,Grieg,CPM_Lyric_Pieces_Book_I_Opus_12_3_Watchman's,CPM,subset_S\Grieg\273_CPM_Lyric_Pieces_Book_I_Opus_12_3_Watchman's\S_1429_performance.wav,{CPM}\midis/Grieg/grieg_waechter.mid,{CPM}\midis/Grieg/grieg_waechter.mid,training
S_1430,274,Grieg,CPM_Lyric_Pieces_Book_I_Opus_12_4_Fairy_Dance,CPM,subset_S\Grieg\274_CPM_Lyric_Pieces_Book_I_Opus_12_4_Fairy_Dance\S_1430_performance.wav,{CPM}\midis/Grieg/grieg_elfentanz.mid,{CPM}\midis/Grieg/grieg_elfentanz.mid,training
S_1431,275,Grieg,CPM_Lyric_Pieces_Book_II_Opus_38_1_Berceuse,CPM,subset_S\Grieg\275_CPM_Lyric_Pieces_Book_II_Opus_38_1_Berceuse\S_1431_performance.wav,{CPM}\midis/Grieg/grieg_berceuse.mid,{CPM}\midis/Grieg/grieg_berceuse.mid,validation
S_1432,276,Grieg,CPM_Lyric_Pieces_Book_II_Opus_38_4_Halling,CPM,subset_S\Grieg\276_CPM_Lyric_Pieces_Book_II_Opus_38_4_Halling\S_1432_performance.wav,{CPM}\midis/Grieg/grieg_halling.mid,{CPM}\midis/Grieg/grieg_halling.mid,training
S_1433,277,Grieg,CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly,CPM,subset_S\Grieg\277_CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly\S_1433_performance.wav,{CPM}\midis/Grieg/grieg_butterfly.mid,{CPM}\midis/Grieg/grieg_butterfly.mid,testing
S_1434,278,Grieg,CPM_Lyric_Pieces_Book_III_Opus_43_2_Solitary_Traveller,CPM,subset_S\Grieg\278_CPM_Lyric_Pieces_Book_III_Opus_43_2_Solitary_Traveller\S_1434_performance.wav,{CPM}\midis/Grieg/grieg_wanderer.mid,{CPM}\midis/Grieg/grieg_wanderer.mid,training
S_1435,279,Grieg,CPM_Lyric_Pieces_Book_III_Opus_43_4_Little_Bird,CPM,subset_S\Grieg\279_CPM_Lyric_Pieces_Book_III_Opus_43_4_Little_Bird\S_1435_performance.wav,{CPM}\midis/Grieg/grieg_voeglein.mid,{CPM}\midis/Grieg/grieg_voeglein.mid,training
S_1436,280,Grieg,CPM_Lyric_Pieces_Book_III_Opus_43_6_To_Spring,CPM,subset_S\Grieg\280_CPM_Lyric_Pieces_Book_III_Opus_43_6_To_Spring\S_1436_performance.wav,{CPM}\midis/Grieg/grieg_spring.mid,{CPM}\midis/Grieg/grieg_spring.mid,training
S_1437,281,Grieg,CPM_Lyric_Pieces_Book_IV_Opus_47_2_Album_Leaf,CPM,subset_S\Grieg\281_CPM_Lyric_Pieces_Book_IV_Opus_47_2_Album_Leaf\S_1437_performance.wav,{CPM}\midis/Grieg/grieg_album.mid,{CPM}\midis/Grieg/grieg_album.mid,training
S_1438,282,Grieg,CPM_Lyric_Pieces_Book_V_Opus_54_2_Norwegian_March,CPM,subset_S\Grieg\282_CPM_Lyric_Pieces_Book_V_Opus_54_2_Norwegian_March\S_1438_performance.wav,{CPM}\midis/Grieg/grieg_march.mid,{CPM}\midis/Grieg/grieg_march.mid,training
S_1439,283,Grieg,CPM_Lyric_Pieces_Book_V_Opus_54_3_March_of_the_Dwarfs,CPM,subset_S\Grieg\283_CPM_Lyric_Pieces_Book_V_Opus_54_3_March_of_the_Dwarfs\S_1439_performance.wav,{CPM}\midis/Grieg/grieg_zwerge.mid,{CPM}\midis/Grieg/grieg_zwerge.mid,validation
S_1440,284,Grieg,CPM_Lyric_Pieces_Book_VII_Opus_62_4_Brooklet,CPM,subset_S\Grieg\284_CPM_Lyric_Pieces_Book_VII_Opus_62_4_Brooklet\S_1440_performance.wav,{CPM}\midis/Grieg/grieg_brooklet.mid,{CPM}\midis/Grieg/grieg_brooklet.mid,training
S_1441,285,Grieg,CPM_Lyric_Pieces_Book_VIII_Opus_65_6_Wedding_day_at_Troldhaugen,CPM,subset_S\Grieg\285_CPM_Lyric_Pieces_Book_VIII_Opus_65_6_Wedding_day_at_Troldhaugen\S_1441_performance.wav,{CPM}\midis/Grieg/grieg_wedding.mid,{CPM}\midis/Grieg/grieg_wedding.mid,training
S_1442,286,Grieg,CPM_Lyric_Pieces_Book_X_Opus_71_1_Once_upon_a_Time,CPM,subset_S\Grieg\286_CPM_Lyric_Pieces_Book_X_Opus_71_1_Once_upon_a_Time\S_1442_performance.wav,{CPM}\midis/Grieg/grieg_once_upon_a_time.mid,{CPM}\midis/Grieg/grieg_once_upon_a_time.mid,training
S_1443,287,Grieg,CPM_Lyric_Pieces_Book_X_Opus_71_3_Puck,CPM,subset_S\Grieg\287_CPM_Lyric_Pieces_Book_X_Opus_71_3_Puck\S_1443_performance.wav,{CPM}\midis/Grieg/grieg_kobold.mid,{CPM}\midis/Grieg/grieg_kobold.mid,testing
S_1444,310,Haydn,CPM_Piano_Sonata_in_C_major_Hoboken_XVI_7_1,CPM,subset_S\Haydn\310_CPM_Piano_Sonata_in_C_major_Hoboken_XVI_7_1\S_1444_performance.wav,{CPM}\midis/Haydn/haydn_7_1.mid,{CPM}\midis/Haydn/haydn_7_1.mid,training
S_1445,311,Haydn,CPM_Piano_Sonata_in_C_major_Hoboken_XVI_7_2,CPM,subset_S\Haydn\311_CPM_Piano_Sonata_in_C_major_Hoboken_XVI_7_2\S_1445_performance.wav,{CPM}\midis/Haydn/haydn_7_2.mid,{CPM}\midis/Haydn/haydn_7_2.mid,training
S_1446,312,Haydn,CPM_Piano_Sonata_in_C_major_Hoboken_XVI_7_3,CPM,subset_S\Haydn\312_CPM_Piano_Sonata_in_C_major_Hoboken_XVI_7_3\S_1446_performance.wav,{CPM}\midis/Haydn/haydn_7_3.mid,{CPM}\midis/Haydn/haydn_7_3.mid,training
S_1447,313,Haydn,CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_1,CPM,subset_S\Haydn\313_CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_1\S_1447_performance.wav,{CPM}\midis/Haydn/haydn_8_1.mid,{CPM}\midis/Haydn/haydn_8_1.mid,training
S_1448,314,Haydn,CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_2,CPM,subset_S\Haydn\314_CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_2\S_1448_performance.wav,{CPM}\midis/Haydn/haydn_8_2.mid,{CPM}\midis/Haydn/haydn_8_2.mid,training
S_1449,315,Haydn,CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_3,CPM,subset_S\Haydn\315_CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_3\S_1449_performance.wav,{CPM}\midis/Haydn/haydn_8_3.mid,{CPM}\midis/Haydn/haydn_8_3.mid,training
S_1450,316,Haydn,CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_4,CPM,subset_S\Haydn\316_CPM_Piano_Sonata_in_G_major_Hoboken_XVI_8_4\S_1450_performance.wav,{CPM}\midis/Haydn/haydn_8_4.mid,{CPM}\midis/Haydn/haydn_8_4.mid,training
S_1451,317,Haydn,CPM_Piano_Sonata_in_F_major_Hoboken_XVI_9_1,CPM,subset_S\Haydn\317_CPM_Piano_Sonata_in_F_major_Hoboken_XVI_9_1\S_1451_performance.wav,{CPM}\midis/Haydn/haydn_9_1.mid,{CPM}\midis/Haydn/haydn_9_1.mid,training
S_1452,318,Haydn,CPM_Piano_Sonata_in_F_major_Hoboken_XVI_9_2,CPM,subset_S\Haydn\318_CPM_Piano_Sonata_in_F_major_Hoboken_XVI_9_2\S_1452_performance.wav,{CPM}\midis/Haydn/haydn_9_2.mid,{CPM}\midis/Haydn/haydn_9_2.mid,training
S_1453,319,Haydn,CPM_Piano_Sonata_in_F_major_Hoboken_XVI_9_3,CPM,subset_S\Haydn\319_CPM_Piano_Sonata_in_F_major_Hoboken_XVI_9_3\S_1453_performance.wav,{CPM}\midis/Haydn/haydn_9_3.mid,{CPM}\midis/Haydn/haydn_9_3.mid,training
S_1454,290,Haydn,CPM_Piano_Sonata_in_D_major_Hoboken_XVI_33_1,CPM,subset_S\Haydn\290_CPM_Piano_Sonata_in_D_major_Hoboken_XVI_33_1\S_1454_performance.wav,{CPM}\midis/Haydn/haydn_33_1.mid,{CPM}\midis/Haydn/haydn_33_1.mid,training
